O_ORDERKEY,O_ORDERDATE,O_TOTALPRICE,O_ORDERSTATUS,O_ORDERPRIORITY,CUSTOMER_NAME,MARKET_SEGMENT,NATION,REGION
317282,1992-01-14,191273.97,F,4-NOT SPECIFIED,Customer#000002129,BUILDING,GERMANY,EUROPE
99776,1992-01-14,261804.99,F,1-URGENT,Customer#000066232,MACHINERY,UNITED STATES,AMERICA
3011,1992-01-14,77704.97,F,5-LOW,Customer#000089752,HOUSEHOLD,VIETNAM,ASIA
1802567,1992-01-14,180239.37,F,4-NOT SPECIFIED,Customer#000091604,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
1962977,1992-01-14,105164.13,F,1-URGENT,Customer#000060815,BUILDING,PERU,AMERICA
2001701,1992-01-14,213391.57,F,3-MEDIUM,Customer#000090334,MACHINERY,IRAN,MIDDLE EAST
2020773,1992-01-14,222830.23,F,1-URGENT,Customer#000065581,BUILDING,UNITED KINGDOM,EUROPE
2106180,1992-01-14,161056.68,F,2-HIGH,Customer#000054703,AUTOMOBILE,CHINA,ASIA
2276487,1992-01-14,116923.82,F,5-LOW,Customer#000131965,AUTOMOBILE,UNITED STATES,AMERICA
2142758,1992-01-14,226199.79,F,1-URGENT,Customer#000073531,HOUSEHOLD,MOROCCO,AFRICA
2360964,1992-01-14,333022.13,F,2-HIGH,Customer#000019984,BUILDING,ETHIOPIA,AFRICA
2099975,1992-01-14,290587.81,F,3-MEDIUM,Customer#000052069,BUILDING,GERMANY,EUROPE
2031585,1992-01-14,90826.76,F,3-MEDIUM,Customer#000065644,HOUSEHOLD,ARGENTINA,AMERICA
1834855,1992-01-14,145137.28,F,1-URGENT,Customer#000098989,MACHINERY,JORDAN,MIDDLE EAST
1925696,1992-01-14,192899.22,F,2-HIGH,Customer#000087869,AUTOMOBILE,PERU,AMERICA
2111683,1992-01-14,375137.70,F,5-LOW,Customer#000047215,AUTOMOBILE,MOZAMBIQUE,AFRICA
1995297,1992-01-14,89958.05,F,3-MEDIUM,Customer#000109865,FURNITURE,IRAN,MIDDLE EAST
2386850,1992-01-14,196841.81,F,2-HIGH,Customer#000112270,FURNITURE,RUSSIA,EUROPE
157859,1992-01-14,183306.76,F,3-MEDIUM,Customer#000134425,BUILDING,IRAQ,MIDDLE EAST
2342113,1992-01-14,99956.33,F,1-URGENT,Customer#000001709,AUTOMOBILE,IRAQ,MIDDLE EAST
2259394,1992-01-14,269977.66,F,4-NOT SPECIFIED,Customer#000052075,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
2093093,1992-01-14,170317.10,F,5-LOW,Customer#000103198,HOUSEHOLD,INDONESIA,ASIA
1847681,1992-01-14,92644.91,F,2-HIGH,Customer#000017410,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
2318566,1992-01-14,185168.63,F,4-NOT SPECIFIED,Customer#000101275,FURNITURE,IRAN,MIDDLE EAST
1912423,1992-01-14,11374.61,F,3-MEDIUM,Customer#000009784,MACHINERY,ARGENTINA,AMERICA
4729538,1992-01-14,83409.98,F,5-LOW,Customer#000082000,MACHINERY,FRANCE,EUROPE
4731171,1992-01-14,101482.55,F,2-HIGH,Customer#000041167,HOUSEHOLD,VIETNAM,ASIA
4648578,1992-01-14,163980.30,F,1-URGENT,Customer#000129415,FURNITURE,PERU,AMERICA
4540867,1992-01-14,4501.63,F,3-MEDIUM,Customer#000090319,BUILDING,MOZAMBIQUE,AFRICA
4517088,1992-01-14,289688.26,F,1-URGENT,Customer#000052051,BUILDING,PERU,AMERICA
4538150,1992-01-14,177899.27,F,3-MEDIUM,Customer#000048571,HOUSEHOLD,INDIA,ASIA
4702658,1992-01-14,50654.65,F,5-LOW,Customer#000118130,HOUSEHOLD,ETHIOPIA,AFRICA
4514436,1992-01-14,170511.02,F,4-NOT SPECIFIED,Customer#000125408,FURNITURE,IRAN,MIDDLE EAST
4372967,1992-01-14,180827.92,F,1-URGENT,Customer#000114617,MACHINERY,MOZAMBIQUE,AFRICA
4515590,1992-01-14,64450.20,F,3-MEDIUM,Customer#000044146,AUTOMOBILE,RUSSIA,EUROPE
4267779,1992-01-14,212474.13,F,2-HIGH,Customer#000045163,AUTOMOBILE,KENYA,AFRICA
4744386,1992-01-14,201982.36,F,3-MEDIUM,Customer#000120292,FURNITURE,UNITED KINGDOM,EUROPE
4741184,1992-01-14,148615.53,F,1-URGENT,Customer#000047764,AUTOMOBILE,CHINA,ASIA
4666785,1992-01-14,93690.61,F,4-NOT SPECIFIED,Customer#000140825,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
4577796,1992-01-14,336932.26,F,4-NOT SPECIFIED,Customer#000057466,BUILDING,FRANCE,EUROPE
4567107,1992-01-14,133150.89,F,4-NOT SPECIFIED,Customer#000066850,FURNITURE,GERMANY,EUROPE
4641701,1992-01-14,231773.88,F,3-MEDIUM,Customer#000093892,BUILDING,RUSSIA,EUROPE
4472321,1992-01-14,156623.37,F,3-MEDIUM,Customer#000049138,FURNITURE,MOROCCO,AFRICA
4357156,1992-01-14,197568.62,F,5-LOW,Customer#000126250,FURNITURE,UNITED STATES,AMERICA
4604064,1992-01-14,237746.80,F,4-NOT SPECIFIED,Customer#000112477,HOUSEHOLD,CHINA,ASIA
549442,1992-01-14,235000.53,F,3-MEDIUM,Customer#000058915,HOUSEHOLD,ETHIOPIA,AFRICA
4493859,1992-01-14,241272.04,F,3-MEDIUM,Customer#000010027,HOUSEHOLD,KENYA,AFRICA
4748384,1992-01-14,177277.89,F,5-LOW,Customer#000001298,AUTOMOBILE,MOROCCO,AFRICA
4279104,1992-01-14,43047.95,F,3-MEDIUM,Customer#000143327,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
4253189,1992-01-14,228398.08,F,5-LOW,Customer#000048706,BUILDING,JAPAN,ASIA
4212641,1992-01-14,54003.27,F,1-URGENT,Customer#000010126,AUTOMOBILE,BRAZIL,AMERICA
4339175,1992-01-14,138446.24,F,3-MEDIUM,Customer#000140104,FURNITURE,VIETNAM,ASIA
4201665,1992-01-14,235366.10,F,4-NOT SPECIFIED,Customer#000106270,FURNITURE,UNITED STATES,AMERICA
4451239,1992-01-14,88532.40,F,2-HIGH,Customer#000094166,HOUSEHOLD,INDONESIA,ASIA
4460902,1992-01-14,50695.36,F,3-MEDIUM,Customer#000121210,HOUSEHOLD,FRANCE,EUROPE
4203714,1992-01-14,136605.65,F,5-LOW,Customer#000017029,AUTOMOBILE,GERMANY,EUROPE
4596292,1992-01-14,176126.56,F,2-HIGH,Customer#000063997,AUTOMOBILE,INDIA,ASIA
4762533,1992-01-14,77286.27,F,5-LOW,Customer#000085469,BUILDING,MOZAMBIQUE,AFRICA
4303809,1992-01-14,165378.02,F,2-HIGH,Customer#000110506,MACHINERY,UNITED STATES,AMERICA
4663586,1992-01-14,30104.77,F,4-NOT SPECIFIED,Customer#000134203,MACHINERY,MOZAMBIQUE,AFRICA
4561956,1992-01-14,186857.25,F,2-HIGH,Customer#000132643,AUTOMOBILE,PERU,AMERICA
4418949,1992-01-14,343630.68,F,4-NOT SPECIFIED,Customer#000106642,FURNITURE,INDONESIA,ASIA
4546215,1992-01-14,166817.16,F,1-URGENT,Customer#000066283,BUILDING,INDONESIA,ASIA
4423011,1992-01-14,304968.15,F,1-URGENT,Customer#000058829,HOUSEHOLD,ALGERIA,AFRICA
4256517,1992-01-14,171182.47,F,4-NOT SPECIFIED,Customer#000138238,FURNITURE,UNITED STATES,AMERICA
4427683,1992-01-14,25281.82,F,4-NOT SPECIFIED,Customer#000109042,HOUSEHOLD,ALGERIA,AFRICA
4595143,1992-01-14,24630.07,F,1-URGENT,Customer#000003952,BUILDING,CHINA,ASIA
4729475,1992-01-14,182202.17,F,1-URGENT,Customer#000024620,HOUSEHOLD,CANADA,AMERICA
4788961,1992-01-14,191396.58,F,2-HIGH,Customer#000109871,MACHINERY,ARGENTINA,AMERICA
4600035,1992-01-14,24468.58,F,5-LOW,Customer#000021754,FURNITURE,JORDAN,MIDDLE EAST
4626148,1992-01-14,247795.15,F,3-MEDIUM,Customer#000051965,HOUSEHOLD,CHINA,ASIA
4680673,1992-01-14,30693.06,F,5-LOW,Customer#000061261,AUTOMOBILE,SAUDI ARABIA,MIDDLE EAST
4332065,1992-01-14,364194.48,F,4-NOT SPECIFIED,Customer#000033698,FURNITURE,ALGERIA,AFRICA
4795268,1992-01-14,127664.56,F,5-LOW,Customer#000068863,FURNITURE,SAUDI ARABIA,MIDDLE EAST
4416481,1992-01-14,165000.67,F,2-HIGH,Customer#000051311,HOUSEHOLD,MOROCCO,AFRICA
4207878,1992-01-14,59071.86,F,4-NOT SPECIFIED,Customer#000095392,FURNITURE,EGYPT,MIDDLE EAST
4746341,1992-01-14,262939.28,F,2-HIGH,Customer#000123077,HOUSEHOLD,RUSSIA,EUROPE
4567329,1992-01-14,232800.31,F,5-LOW,Customer#000009245,BUILDING,MOROCCO,AFRICA
4288324,1992-01-14,76970.88,F,1-URGENT,Customer#000036508,BUILDING,INDIA,ASIA
4324833,1992-01-14,179678.76,F,4-NOT SPECIFIED,Customer#000041624,AUTOMOBILE,JORDAN,MIDDLE EAST
4285446,1992-01-14,156467.97,F,2-HIGH,Customer#000078760,BUILDING,UNITED KINGDOM,EUROPE
4299810,1992-01-14,295996.31,F,3-MEDIUM,Customer#000096457,MACHINERY,FRANCE,EUROPE
4330660,1992-01-14,282809.83,F,5-LOW,Customer#000076217,HOUSEHOLD,UNITED KINGDOM,EUROPE
4327841,1992-01-14,88768.37,F,5-LOW,Customer#000056141,FURNITURE,ALGERIA,AFRICA
4369763,1992-01-14,133105.14,F,3-MEDIUM,Customer#000044201,HOUSEHOLD,EGYPT,MIDDLE EAST
4518116,1992-01-14,140108.79,F,5-LOW,Customer#000148921,MACHINERY,ALGERIA,AFRICA
4603462,1992-01-14,265573.09,F,3-MEDIUM,Customer#000133855,BUILDING,VIETNAM,ASIA
4319909,1992-01-14,162235.33,F,1-URGENT,Customer#000059341,BUILDING,RUSSIA,EUROPE
4298882,1992-01-14,165644.64,F,4-NOT SPECIFIED,Customer#000039307,BUILDING,ARGENTINA,AMERICA
4675847,1992-01-14,59402.89,F,1-URGENT,Customer#000124672,MACHINERY,IRAQ,MIDDLE EAST
4243074,1992-01-14,390183.43,F,5-LOW,Customer#000113447,BUILDING,UNITED KINGDOM,EUROPE
4783297,1992-01-14,53417.12,F,1-URGENT,Customer#000010352,BUILDING,MOZAMBIQUE,AFRICA
4698115,1992-01-14,8866.05,F,3-MEDIUM,Customer#000059309,HOUSEHOLD,ETHIOPIA,AFRICA
4636068,1992-01-14,43830.63,F,2-HIGH,Customer#000099133,MACHINERY,EGYPT,MIDDLE EAST
4231299,1992-01-14,267825.20,F,1-URGENT,Customer#000029288,HOUSEHOLD,JAPAN,ASIA
4709536,1992-01-14,120345.79,F,2-HIGH,Customer#000087493,BUILDING,INDIA,ASIA
4284993,1992-01-14,252815.78,F,5-LOW,Customer#000112948,AUTOMOBILE,UNITED KINGDOM,EUROPE
4352352,1992-01-14,152577.15,F,3-MEDIUM,Customer#000029152,BUILDING,FRANCE,EUROPE
4474309,1992-01-14,313111.67,F,3-MEDIUM,Customer#000038726,MACHINERY,MOZAMBIQUE,AFRICA
4535360,1992-01-14,199361.39,F,1-URGENT,Customer#000075031,MACHINERY,MOZAMBIQUE,AFRICA
2272545,1992-01-14,243757.07,F,1-URGENT,Customer#000105752,FURNITURE,UNITED STATES,AMERICA
2251426,1992-01-14,99513.37,F,3-MEDIUM,Customer#000011257,FURNITURE,PERU,AMERICA
2047302,1992-01-14,83463.03,F,3-MEDIUM,Customer#000041269,FURNITURE,INDONESIA,ASIA
2163747,1992-01-14,205027.17,F,4-NOT SPECIFIED,Customer#000114004,BUILDING,UNITED KINGDOM,EUROPE
2332514,1992-01-14,248265.72,F,5-LOW,Customer#000051521,BUILDING,IRAQ,MIDDLE EAST
1996226,1992-01-14,138194.22,F,5-LOW,Customer#000121466,AUTOMOBILE,INDIA,ASIA
2214469,1992-01-14,167531.89,F,3-MEDIUM,Customer#000121459,MACHINERY,ALGERIA,AFRICA
2371588,1992-01-14,61750.72,F,4-NOT SPECIFIED,Customer#000041209,FURNITURE,IRAN,MIDDLE EAST
1899844,1992-01-14,166461.41,F,1-URGENT,Customer#000137465,HOUSEHOLD,EGYPT,MIDDLE EAST
1834017,1992-01-14,46164.19,F,1-URGENT,Customer#000016987,MACHINERY,SAUDI ARABIA,MIDDLE EAST
1923238,1992-01-14,322418.94,F,5-LOW,Customer#000035044,AUTOMOBILE,ALGERIA,AFRICA
2363524,1992-01-14,150396.34,F,4-NOT SPECIFIED,Customer#000025375,FURNITURE,ROMANIA,EUROPE
2041926,1992-01-14,45467.24,F,4-NOT SPECIFIED,Customer#000017048,FURNITURE,SAUDI ARABIA,MIDDLE EAST
2242661,1992-01-14,142209.32,F,1-URGENT,Customer#000018373,MACHINERY,CHINA,ASIA
2068389,1992-01-14,50526.36,F,1-URGENT,Customer#000068944,AUTOMOBILE,ETHIOPIA,AFRICA
2345988,1992-01-14,32902.36,F,2-HIGH,Customer#000087244,HOUSEHOLD,FRANCE,EUROPE
2393318,1992-01-14,275589.54,F,1-URGENT,Customer#000075872,MACHINERY,ALGERIA,AFRICA
2033030,1992-01-14,145159.35,F,3-MEDIUM,Customer#000072890,MACHINERY,ETHIOPIA,AFRICA
1906882,1992-01-14,68754.06,F,3-MEDIUM,Customer#000002633,AUTOMOBILE,ETHIOPIA,AFRICA
1933954,1992-01-14,180256.13,F,4-NOT SPECIFIED,Customer#000093908,AUTOMOBILE,JORDAN,MIDDLE EAST
2190983,1992-01-14,112912.00,F,5-LOW,Customer#000085261,AUTOMOBILE,UNITED STATES,AMERICA
2363078,1992-01-14,33784.62,F,3-MEDIUM,Customer#000110128,BUILDING,INDONESIA,ASIA
2115717,1992-01-14,204285.83,F,2-HIGH,Customer#000096880,AUTOMOBILE,ROMANIA,EUROPE
1861349,1992-01-14,246360.45,F,4-NOT SPECIFIED,Customer#000063854,FURNITURE,MOZAMBIQUE,AFRICA
2031649,1992-01-14,71151.24,F,5-LOW,Customer#000052123,AUTOMOBILE,UNITED STATES,AMERICA
2878883,1992-01-14,153046.90,F,4-NOT SPECIFIED,Customer#000047245,FURNITURE,BRAZIL,AMERICA
2932192,1992-01-14,59479.43,F,5-LOW,Customer#000033776,FURNITURE,EGYPT,MIDDLE EAST
2746370,1992-01-14,359180.90,F,2-HIGH,Customer#000145214,HOUSEHOLD,MOZAMBIQUE,AFRICA
2411621,1992-01-14,112615.60,F,1-URGENT,Customer#000099148,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
2994400,1992-01-14,201831.65,F,3-MEDIUM,Customer#000057191,AUTOMOBILE,ROMANIA,EUROPE
2708577,1992-01-14,168300.04,F,3-MEDIUM,Customer#000118315,BUILDING,RUSSIA,EUROPE
2865126,1992-01-14,76744.22,F,1-URGENT,Customer#000091975,AUTOMOBILE,JORDAN,MIDDLE EAST
2501248,1992-01-14,27669.44,F,4-NOT SPECIFIED,Customer#000044128,HOUSEHOLD,IRAN,MIDDLE EAST
2661729,1992-01-14,205999.49,F,1-URGENT,Customer#000026824,AUTOMOBILE,JORDAN,MIDDLE EAST
2594208,1992-01-14,152634.56,F,2-HIGH,Customer#000116116,AUTOMOBILE,VIETNAM,ASIA
2606051,1992-01-14,16786.71,F,2-HIGH,Customer#000120718,FURNITURE,IRAN,MIDDLE EAST
2889830,1992-01-14,251472.18,F,2-HIGH,Customer#000009956,BUILDING,VIETNAM,ASIA
2811844,1992-01-14,123210.01,F,5-LOW,Customer#000081383,FURNITURE,BRAZIL,AMERICA
2687846,1992-01-14,152430.65,F,2-HIGH,Customer#000134927,MACHINERY,ARGENTINA,AMERICA
2750085,1992-01-14,180782.99,F,2-HIGH,Customer#000124720,MACHINERY,CANADA,AMERICA
2497666,1992-01-14,118647.42,F,4-NOT SPECIFIED,Customer#000032590,FURNITURE,KENYA,AFRICA
2853380,1992-01-14,300694.76,F,1-URGENT,Customer#000098222,AUTOMOBILE,UNITED STATES,AMERICA
2423046,1992-01-14,85644.22,F,2-HIGH,Customer#000078901,HOUSEHOLD,UNITED KINGDOM,EUROPE
2764449,1992-01-14,107647.49,F,4-NOT SPECIFIED,Customer#000109543,AUTOMOBILE,EGYPT,MIDDLE EAST
69280,1992-01-14,109614.67,F,4-NOT SPECIFIED,Customer#000139907,FURNITURE,FRANCE,EUROPE
487815,1992-01-14,149490.89,F,5-LOW,Customer#000092023,MACHINERY,MOZAMBIQUE,AFRICA
1831106,1992-01-14,143113.73,F,3-MEDIUM,Customer#000036526,BUILDING,MOZAMBIQUE,AFRICA
2900484,1992-01-14,89779.09,F,3-MEDIUM,Customer#000130349,HOUSEHOLD,INDONESIA,ASIA
2401797,1992-01-14,93126.11,F,1-URGENT,Customer#000132871,HOUSEHOLD,KENYA,AFRICA
2486503,1992-01-14,111111.14,F,4-NOT SPECIFIED,Customer#000011500,FURNITURE,PERU,AMERICA
2557350,1992-01-14,133177.32,F,4-NOT SPECIFIED,Customer#000126703,BUILDING,GERMANY,EUROPE
2408708,1992-01-14,39868.46,F,3-MEDIUM,Customer#000054815,AUTOMOBILE,KENYA,AFRICA
2586695,1992-01-14,55580.62,F,2-HIGH,Customer#000033886,MACHINERY,RUSSIA,EUROPE
2797763,1992-01-14,172348.11,F,1-URGENT,Customer#000055184,AUTOMOBILE,CANADA,AMERICA
2806017,1992-01-14,158294.84,F,4-NOT SPECIFIED,Customer#000020578,FURNITURE,INDONESIA,ASIA
2728484,1992-01-14,122773.34,F,4-NOT SPECIFIED,Customer#000052216,HOUSEHOLD,MOZAMBIQUE,AFRICA
2442145,1992-01-14,160628.93,F,1-URGENT,Customer#000080446,FURNITURE,SAUDI ARABIA,MIDDLE EAST
2823555,1992-01-14,72920.75,F,2-HIGH,Customer#000119398,AUTOMOBILE,GERMANY,EUROPE
2469218,1992-01-14,29057.13,F,2-HIGH,Customer#000111064,FURNITURE,JORDAN,MIDDLE EAST
2927522,1992-01-14,62874.91,F,5-LOW,Customer#000137090,AUTOMOBILE,MOROCCO,AFRICA
2743781,1992-01-14,180502.43,F,3-MEDIUM,Customer#000144385,FURNITURE,ALGERIA,AFRICA
2497187,1992-01-14,195707.61,F,3-MEDIUM,Customer#000120443,BUILDING,JAPAN,ASIA
2769317,1992-01-14,49956.28,F,5-LOW,Customer#000095110,AUTOMOBILE,ROMANIA,EUROPE
2835590,1992-01-14,272588.14,F,2-HIGH,Customer#000141059,MACHINERY,IRAN,MIDDLE EAST
2985189,1992-01-14,102539.20,F,5-LOW,Customer#000031781,MACHINERY,EGYPT,MIDDLE EAST
2861574,1992-01-14,140759.12,F,5-LOW,Customer#000037306,AUTOMOBILE,ETHIOPIA,AFRICA
2704678,1992-01-14,109181.91,F,2-HIGH,Customer#000141514,HOUSEHOLD,GERMANY,EUROPE
2426308,1992-01-14,253902.56,F,2-HIGH,Customer#000146104,BUILDING,MOROCCO,AFRICA
2400738,1992-01-14,277907.92,F,1-URGENT,Customer#000024091,MACHINERY,CHINA,ASIA
2449539,1992-01-14,203176.08,F,5-LOW,Customer#000082519,BUILDING,CHINA,ASIA
2435649,1992-01-14,227151.08,F,2-HIGH,Customer#000112469,HOUSEHOLD,MOZAMBIQUE,AFRICA
2493573,1992-01-14,22111.12,F,2-HIGH,Customer#000144047,AUTOMOBILE,IRAQ,MIDDLE EAST
2555175,1992-01-14,62272.10,F,2-HIGH,Customer#000067672,MACHINERY,INDIA,ASIA
2811207,1992-01-14,136266.82,F,4-NOT SPECIFIED,Customer#000117826,HOUSEHOLD,IRAQ,MIDDLE EAST
2943043,1992-01-14,128193.11,F,3-MEDIUM,Customer#000032725,AUTOMOBILE,UNITED STATES,AMERICA
2698722,1992-01-14,249393.97,F,4-NOT SPECIFIED,Customer#000123478,BUILDING,ETHIOPIA,AFRICA
2512451,1992-01-14,176163.58,F,2-HIGH,Customer#000010727,HOUSEHOLD,IRAN,MIDDLE EAST
2473699,1992-01-14,197799.10,F,2-HIGH,Customer#000008218,BUILDING,CHINA,ASIA
2534214,1992-01-14,44224.49,F,2-HIGH,Customer#000044165,MACHINERY,KENYA,AFRICA
2658499,1992-01-14,44699.98,F,3-MEDIUM,Customer#000118306,MACHINERY,MOROCCO,AFRICA
2462023,1992-01-14,188121.92,F,5-LOW,Customer#000051083,HOUSEHOLD,IRAQ,MIDDLE EAST
2744771,1992-01-14,175843.95,F,3-MEDIUM,Customer#000141118,MACHINERY,CANADA,AMERICA
2488002,1992-01-14,164322.26,F,2-HIGH,Customer#000015836,AUTOMOBILE,CHINA,ASIA
2636133,1992-01-14,158337.88,F,3-MEDIUM,Customer#000060044,FURNITURE,EGYPT,MIDDLE EAST
2844740,1992-01-14,120124.77,F,1-URGENT,Customer#000041588,FURNITURE,MOROCCO,AFRICA
2835399,1992-01-14,105304.43,F,1-URGENT,Customer#000050530,BUILDING,ETHIOPIA,AFRICA
2909153,1992-01-14,71905.90,F,5-LOW,Customer#000114181,AUTOMOBILE,VIETNAM,ASIA
2875526,1992-01-14,43567.45,F,5-LOW,Customer#000110555,BUILDING,ETHIOPIA,AFRICA
2556739,1992-01-14,148278.16,F,5-LOW,Customer#000067393,BUILDING,ROMANIA,EUROPE
2528422,1992-01-14,163935.32,F,3-MEDIUM,Customer#000038323,BUILDING,UNITED KINGDOM,EUROPE
2436739,1992-01-14,180947.01,F,1-URGENT,Customer#000016279,MACHINERY,CANADA,AMERICA
2562023,1992-01-14,263092.90,F,3-MEDIUM,Customer#000124424,MACHINERY,VIETNAM,ASIA
2485760,1992-01-14,274184.27,F,1-URGENT,Customer#000132299,HOUSEHOLD,INDONESIA,ASIA
2504135,1992-01-14,162133.41,F,3-MEDIUM,Customer#000113905,BUILDING,GERMANY,EUROPE
2918503,1992-01-14,170618.56,F,1-URGENT,Customer#000003931,FURNITURE,KENYA,AFRICA
209536,1992-01-14,162037.03,F,3-MEDIUM,Customer#000129997,HOUSEHOLD,UNITED STATES,AMERICA
2942309,1992-01-14,45207.74,F,3-MEDIUM,Customer#000024286,MACHINERY,ALGERIA,AFRICA
1496483,1992-01-14,89293.25,F,4-NOT SPECIFIED,Customer#000075532,MACHINERY,VIETNAM,ASIA
1430178,1992-01-14,7378.96,F,3-MEDIUM,Customer#000058411,FURNITURE,ARGENTINA,AMERICA
4066307,1992-01-14,151562.34,F,3-MEDIUM,Customer#000018061,FURNITURE,BRAZIL,AMERICA
4065314,1992-01-14,132890.25,F,5-LOW,Customer#000009358,BUILDING,UNITED KINGDOM,EUROPE
1392231,1992-01-14,171917.35,F,2-HIGH,Customer#000079999,FURNITURE,JAPAN,ASIA
1742502,1992-01-14,273557.67,F,2-HIGH,Customer#000075179,HOUSEHOLD,INDIA,ASIA
4036582,1992-01-14,34422.59,F,5-LOW,Customer#000006925,HOUSEHOLD,INDIA,ASIA
1251044,1992-01-14,14476.40,F,3-MEDIUM,Customer#000137378,AUTOMOBILE,ARGENTINA,AMERICA
1384133,1992-01-14,112816.78,F,3-MEDIUM,Customer#000143875,FURNITURE,PERU,AMERICA
4086245,1992-01-14,117553.28,F,4-NOT SPECIFIED,Customer#000143414,HOUSEHOLD,INDIA,ASIA
3869573,1992-01-14,90311.05,F,1-URGENT,Customer#000098584,HOUSEHOLD,IRAN,MIDDLE EAST
3923267,1992-01-14,21867.61,F,4-NOT SPECIFIED,Customer#000092816,HOUSEHOLD,GERMANY,EUROPE
3787303,1992-01-14,166366.23,F,4-NOT SPECIFIED,Customer#000008503,MACHINERY,JAPAN,ASIA
1579553,1992-01-14,201423.26,F,4-NOT SPECIFIED,Customer#000117880,HOUSEHOLD,ROMANIA,EUROPE
1466021,1992-01-14,293334.61,F,2-HIGH,Customer#000105658,AUTOMOBILE,SAUDI ARABIA,MIDDLE EAST
3881382,1992-01-14,88011.16,F,3-MEDIUM,Customer#000047173,FURNITURE,JAPAN,ASIA
1724709,1992-01-14,238821.85,F,3-MEDIUM,Customer#000066964,BUILDING,IRAQ,MIDDLE EAST
1455398,1992-01-14,138338.08,F,1-URGENT,Customer#000062449,BUILDING,IRAQ,MIDDLE EAST
1286374,1992-01-14,108068.17,F,1-URGENT,Customer#000077881,HOUSEHOLD,VIETNAM,ASIA
1771970,1992-01-14,294642.62,F,3-MEDIUM,Customer#000105373,HOUSEHOLD,INDIA,ASIA
4113030,1992-01-14,209586.08,F,4-NOT SPECIFIED,Customer#000143824,MACHINERY,IRAN,MIDDLE EAST
1448741,1992-01-14,119652.36,F,4-NOT SPECIFIED,Customer#000016333,AUTOMOBILE,IRAN,MIDDLE EAST
1410790,1992-01-14,135687.98,F,4-NOT SPECIFIED,Customer#000022495,FURNITURE,BRAZIL,AMERICA
3888163,1992-01-14,133379.21,F,1-URGENT,Customer#000075943,BUILDING,JORDAN,MIDDLE EAST
1383811,1992-01-14,282302.10,F,5-LOW,Customer#000105611,AUTOMOBILE,FRANCE,EUROPE
1346787,1992-01-14,279703.97,F,2-HIGH,Customer#000141733,HOUSEHOLD,UNITED KINGDOM,EUROPE
1264068,1992-01-14,35918.37,F,3-MEDIUM,Customer#000142027,BUILDING,PERU,AMERICA
1318659,1992-01-14,127887.31,F,4-NOT SPECIFIED,Customer#000056233,FURNITURE,ALGERIA,AFRICA
1518722,1992-01-14,86990.44,F,4-NOT SPECIFIED,Customer#000023612,BUILDING,MOZAMBIQUE,AFRICA
1447041,1992-01-14,43956.26,F,3-MEDIUM,Customer#000090919,AUTOMOBILE,FRANCE,EUROPE
4194054,1992-01-14,311766.19,F,1-URGENT,Customer#000098914,BUILDING,ARGENTINA,AMERICA
3915525,1992-01-14,219728.98,F,1-URGENT,Customer#000132565,HOUSEHOLD,ROMANIA,EUROPE
3846401,1992-01-14,330107.99,F,3-MEDIUM,Customer#000097972,MACHINERY,RUSSIA,EUROPE
3665318,1992-01-14,167223.13,F,2-HIGH,Customer#000147136,BUILDING,MOZAMBIQUE,AFRICA
3637191,1992-01-14,120951.63,F,5-LOW,Customer#000147542,MACHINERY,IRAQ,MIDDLE EAST
1317314,1992-01-14,273234.03,F,3-MEDIUM,Customer#000054109,BUILDING,VIETNAM,ASIA
1240065,1992-01-14,136791.61,F,5-LOW,Customer#000132167,MACHINERY,KENYA,AFRICA
1633156,1992-01-14,279294.75,F,5-LOW,Customer#000119512,FURNITURE,CHINA,ASIA
3873511,1992-01-14,137309.54,F,2-HIGH,Customer#000099575,MACHINERY,ALGERIA,AFRICA
1291809,1992-01-14,174673.49,F,4-NOT SPECIFIED,Customer#000097129,HOUSEHOLD,PERU,AMERICA
1302214,1992-01-14,263187.99,F,3-MEDIUM,Customer#000036332,BUILDING,JORDAN,MIDDLE EAST
1313283,1992-01-14,150919.62,F,5-LOW,Customer#000016510,AUTOMOBILE,PERU,AMERICA
1580999,1992-01-14,120711.47,F,3-MEDIUM,Customer#000059860,HOUSEHOLD,BRAZIL,AMERICA
1317253,1992-01-14,125630.98,F,4-NOT SPECIFIED,Customer#000064813,HOUSEHOLD,INDIA,ASIA
3879751,1992-01-14,150365.83,F,2-HIGH,Customer#000135679,FURNITURE,JORDAN,MIDDLE EAST
1302276,1992-01-14,227958.59,F,1-URGENT,Customer#000078764,AUTOMOBILE,CANADA,AMERICA
1306690,1992-01-14,229275.18,F,3-MEDIUM,Customer#000041780,MACHINERY,FRANCE,EUROPE
3849698,1992-01-14,125103.68,F,3-MEDIUM,Customer#000045070,AUTOMOBILE,INDONESIA,ASIA
1710853,1992-01-14,43033.69,F,3-MEDIUM,Customer#000139120,BUILDING,ALGERIA,AFRICA
1611685,1992-01-14,108120.85,F,2-HIGH,Customer#000127198,BUILDING,MOROCCO,AFRICA
